name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Calothrix sp. PCC 7507	99598	species	7023215	1	0	0.0
Gloeocapsa	102231	genus	0	702	0	0.0
Streptococcus infantarius	102684	species	2008249	2	0	0.0
Actinosynnema pretiosum subsp. pretiosum	103721	subspecies	8340266	2	0	0.0
Saccharothrix espanaensis	103731	species	9360653	1	0	0.0
Saccharothrix syringae	103733	species	10929570	3	0	0.0
Bordetella hinzii	103855	species	88305623	4	0	0.0
Microbacterium foliorum	104336	species	7186924	6	6	0.0
Ralstonia mannitolilytica	105219	species	9915295	1	1	0.0
Cupriavidus necator	106590	species	11656048	3	1	0.0
Ensifer adhaerens	106592	species	14690474	3	1	0.0
Acinetobacter schindleri	108981	species	19805411	1	1	0.0
Wolbachia endosymbiont of Drosophila mauritiana	109663	species	2547057	2	0	0.0
Rathayibacter festucae	110937	species	4359758	83	69	0.0
Leptolyngbya sp. PCC 7376	111781	species	5125950	625	15	0.0
Tolypothrix	111782	genus	0	2076	0	0.0
Bradyrhizobium sp. ORS 278	114615	species	7456587	2	1	0.0
Halomonas hydrothermalis	115561	species	8054255	1	0	0.0
Leuconostoc gelidum subsp. gasicomitatum	115778	subspecies	3737045	2	0	0.0
Bradyrhizobium sp. ORS 285	115808	species	7797098	1	0	0.0
Streptomyces coeruleorubidus	116188	species	9335698	2	1	0.0
Wolbachia endosymbiont of Diaphorina citri	116598	species	1656288	11	6	0.0
Pleurocapsa sp. PCC 7327	118163	species	4986817	1	0	0.0
Oscillatoria acuminata	118323	species	7804270	98	0	0.0
Brucellaceae	118882	family	4165258	6	0	0.0
Sphingobium cloacae	120107	species	4547566	5	2	0.0
Talaromyces rugulosus	121627	species	35758560	179	39	0.0
Actinoplanes ianthinogenes	122358	species	9897806	21	19	0.0
Stenotrophomonas acidaminiphila	128780	species	15563030	5	0	0.0
Pseudomonas amygdali pv. morsprunorum	129138	leaf	6445963	1	0	0.0
Olsenella	133925	genus	2051896	2	0	0.0
Corynebacterium freneyi	134034	species	2881812	4	2	0.0
Paraburkholderia caledonica	134536	species	7211159	6	5	0.0
Mycolicibacterium goodii	134601	species	7105933	1	1	0.0
Actinoplanes sp. SE50/110	134676	species	18480017	26	0	0.0
Xanthomonadales	135614	order	17214517	1	0	0.0
Alteromonadales	135622	order	4771068	7	0	0.0
Corynebacterium testudinoris	136857	species	2721226	1	0	0.0
Serratia quinivorans	137545	species	10669693	1	1	0.0
Curtobacterium flaccumfaciens pv. flaccumfaciens	138532	leaf	11610051	112	88	0.0
Dietzia psychralcaliphila	139021	species	3904836	1	1	0.0
Isoptericola variabilis	139208	species	3307740	1	0	0.0
Thermomonas	141948	genus	0	2	0	0.0
Mycolicibacterium boenickei	146017	species	13693425	1	1	0.0
Thermosynechococcus	146785	genus	2605140	1	0	0.0
Thermosynechococcus elongatus	146786	species	2622075	30	0	0.0
Streptomyces parvulus	146923	species	7766531	1	0	0.0
Arthrospira sp. PCC 9108	147317	species	6763964	24	2	0.0
Paracoccus yeei	147645	species	18808488	1	1	0.0
Leifsonia shinshuensis	150026	species	4608984	1	1	0.0
Lentilactobacillus parabuchneri	152331	species	7868815	4	0	0.0
Burkholderia dolosa	152500	species	6409095	2	0	0.0
Sphingomonas melonis	152682	species	4196755	25	0	0.0
Caulobacter vibrioides	155892	species	4029938	12	1	0.0
Acaryochloris	155977	genus	8361599	1	0	0.0
Acaryochloris marina	155978	species	8361599	506	0	0.0
Leptotrichia wadei	157687	species	9593708	16	10	0.0
Leptotrichia shahii	157691	species	2161166	1	1	0.0
Kushneria marisflavi	157779	species	3667185	1	1	0.0
Cellulosimicrobium	157920	genus	0	2	0	0.0
Novosphingobium resinovorum	158500	species	6918128	3	1	0.0
Pseudomonas graminis	158627	species	5521192	37	28	0.0
Enterobacter hormaechei	158836	species	15874114	3	0	0.0
Megamonas hypermegale	158847	species	2230342	1	0	0.0
Collimonas fungivorans	158899	species	5186898	1	0	0.0
Nodularia	159191	genus	5386612	5	0	0.0
Sphingomonas wittichii	160791	species	5915246	9	5	0.0
Nocardioides aquaticus	160826	species	4580814	12	10	0.0
Microbacterium hominis	162426	species	17785660	7	4	0.0
Novosphingobium sp. KA1	164608	species	5784097	4	2	0.0
Sphingobium	165695	genus	4804235	8	0	0.0
Novosphingobium	165696	genus	4845446	1	0	0.0
Cyanobium	167375	genus	3342364	1	0	0.0
Prochlorococcus marinus str. NATL1A	167555	strain	1864731	2	0	0.0
Rothia amarae	169480	species	2483880	3	3	0.0
Tistrella mobilis	171437	species	6512983	4	0	0.0
Streptomyces rectiverticillatus	173860	species	7679243	2	1	0.0
Carboxydocella	178898	genus	0	1	0	0.0
Oscillatoria nigro-viridis PCC 7112	179408	strain	8272254	63	10	0.0
Alicycliphilus denitrificans	179636	species	4953232	2	0	0.0
Burkholderia anthina	179879	species	14913873	2	1	0.0
Delftia tsuruhatensis	180282	species	13906734	4	0	0.0
Corallococcus coralloides	184914	species	10080619	2	1	0.0
Mycobacterium parmense	185642	species	5952912	1	1	0.0
Entomoplasmatales	186328	order	1262267	1	0	0.0
Clostridia	186801	class	3927278	26	0	0.0
Eubacteriales	186802	order	4278717	1	0	0.0
Peptococcaceae	186807	family	4093192	3	0	0.0
Thermoanaerobacteraceae	186814	family	2506572	2	0	0.0
Bacillaceae	186817	family	6074072	8	0	0.0
Aerococcaceae	186827	family	2080974	3	0	0.0
Sneathia vaginalis	187101	species	1330224	12	12	0.0
Deinococci	188787	class	3159847	3	0	0.0
Pedobacter cryoconitis	188932	species	5950539	6	6	0.0
Mycobacterium sp. KMS	189918	species	6256079	3	0	0.0
Bradyrhizobium paxllaeri	190148	species	8377719	2	1	0.0
Plantibacter	190323	genus	0	1	0	0.0
Caulobacter vibrioides CB15	190650	strain	4016947	3	0	0.0
Ralstonia insidiosa	190721	species	12164766	2	0	0.0
Rhodococcus aetherivorans	191292	species	12186963	2	0	0.0
Corynebacterium atypicum	191610	species	2359448	1	1	0.0
Pseudomonas syringae pv. atrofaciens	192087	leaf	6080544	1	1	0.0
Planococcus maritimus	192421	species	6630664	1	1	0.0
Haematobacter massiliensis	195105	species	4232912	1	1	0.0
Synechococcus sp. PCC 6312	195253	species	3720499	1	1	0.0
Synechococcus sp. PCC 7117	195498	species	3432101	485	0	0.0
Nocardioides sp. JS614	196162	species	5293685	4	4	0.0
Thermosynechococcus elongatus BP-1	197221	strain	2593857	21	0	0.0
Pseudomonas koreensis	198620	species	12292986	17	15	0.0
Pseudomonas trivialis	200450	species	6452803	1	0	0.0
Pseudomonas poae	200451	species	5512241	1	0	0.0
Pseudomonas congelans	200452	species	11562542	2	0	0.0
Nocardioides aromaticivorans	200618	species	5247736	6	4	0.0
Trichodesmium erythraeum IMS101	203124	strain	7750108	80	11	0.0
Dictyoglomales	203487	order	1907773	1	0	0.0
Sphingomonadales	204457	order	4160862	13	0	0.0
Candidatus Koribacter versatilis Ellin345	204669	leaf	5650368	1	0	0.0
Rhodocyclales	206389	order	4186782	4	0	0.0
Roseomonas mucosa	207340	species	4996294	3	2	0.0
Variovorax sp. WDL1	207745	species	8360137	4	1	0.0
Parvularcula bermudensis	208216	species	2902643	3	0	0.0
Enterobacter kobei	208224	species	57209183	2	0	0.0
Mycolicibacterium madagascariense	212765	species	5940375	5	4	0.0
Desulfobacteraceae	213119	family	6168726	1	0	0.0
Micavibrio	213485	genus	2470296	2	0	0.0
Halomonas campaniensis	213554	species	4074048	1	1	0.0
Microcystis viridis NIES-102	213615	strain	5874197	12	0	0.0
Entomoplasma luminosum	214888	species	1031560	80	0	0.0
Schlegelella thermodepolymerans	215580	species	3858501	2	1	0.0
Thermomonas brevis	215691	species	3435501	1	0	0.0
Pseudomonas rhizosphaerae	216142	species	4688635	1	1	0.0
Stenotrophomonas rhizophila	216778	species	8466813	3	2	0.0
Bifidobacterium longum	216816	species	7459133	2	1	0.0
Mycolicibacterium psychrotolerans	216929	species	5732362	2	2	0.0
Spiroplasma corruscae	216934	species	1204639	13	0	0.0
Spiroplasma litorale	216942	species	1225519	13	0	0.0
Spiroplasma turonicum	216946	species	2522749	22	0	0.0
Achromobacter spanius	217203	species	25860843	1	1	0.0
Achromobacter insolitus	217204	species	26287108	1	1	0.0
Mycobacterium saskatchewanense	220927	species	6008916	16	16	0.0
[Phormidium] sp. ETS-05	222819	species	6286783	9	3	0.0
Methylorubrum populi	223967	species	5848997	15	4	0.0
Actinocatenispora thailandica	227318	species	7426695	2	2	0.0
Acidovorax sp. JS42	232721	species	4585154	1	0	0.0
Candidatus Solibacter usitatus Ellin6076	234267	leaf	9965640	1	1	0.0
Pseudoalteromonas sp. SM9913	234831	species	4037671	1	1	0.0
Rickettsia asiatica	238800	species	1419085	1	1	0.0
Acidobacterium capsulatum ATCC 51196	240015	strain	4127356	1	0	0.0
Rhizobium daejeonense	240521	species	5144152	1	0	0.0
Crinalium epipsammum	241425	species	5620407	498	0	0.0
Ichthyobacterium seriolicida	242600	species	1921407	1	0	0.0
Rhodopirellula baltica SH 1	243090	strain	7145576	23	0	0.0
Burkholderia mallei ATCC 23344	243160	strain	5835527	1	1	0.0
Bradyrhizobium betae	244734	species	7419402	2	2	0.0
Caldanaerobacter	249529	genus	2689445	1	0	0.0
Gloeobacter violaceus PCC 7421	251221	strain	4659019	17	0	0.0
Chroococcidiopsis thermalis PCC 7203	251229	strain	6689401	5747	87	0.0
Pseudomonas syringae group genomosp. 3	251701	species	8117962	1	0	0.0
Roseomonas gilardii	257708	species	5412463	5	5	0.0
Rhodopseudomonas palustris CGA009	258594	strain	5467640	2	0	0.0
Wolbachia endosymbiont of Drosophila santomea	260917	species	1409094	1	1	0.0
Cyanobium sp. NS01	261284	species	2748087	1	0	0.0
Janibacter melonis	262209	species	3481073	1	1	0.0
Lysobacter gummosus	262324	species	6056618	3	1	0.0
Micromonospora maris AB-18-032	263358	strain	6732271	2	2	0.0
Cupriavidus pinatubonensis JMP134	264198	strain	7255290	2	1	0.0
Streptomyces hygroscopicus subsp. limoneus	264445	subspecies	10537932	1	1	0.0
Pseudomonas savastanoi pv. phaseolicola 1448A	264730	strain	6112448	2	0	0.0
Rhodopirellula baltica	265606	species	7145576	3	0	0.0
Paraburkholderia xenovorans LB400	266265	strain	19434089	2	2	0.0
Kaistella antarctica	266748	species	3137220	2	0	0.0
Kaistella jeonii	266749	species	3288745	2	0	0.0
Mesorhizobium japonicum MAFF 303099	266835	strain	7596297	2	2	0.0
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	266940	strain	4956672	20	19	0.0
Sphingopyxis granuli	267128	species	4679853	4	1	0.0
Cutibacterium acnes KPA171202	267747	strain	5120899	18	0	0.0
Synechococcus elongatus PCC 6301	269084	strain	2696255	1	0	0.0
Methylobacterium aquaticum	270351	species	14837746	12	5	0.0
Gluconacetobacter diazotrophicus PA1 5	272568	strain	7914538	4	0	0.0
Klebsiella pneumoniae subsp. pneumoniae MGH 78578	272620	strain	5694894	1	0	0.0
Methylorubrum extorquens AM1	272630	strain	13003629	17	9	0.0
Halomonas alkaliphila	272774	species	4029514	1	1	0.0
Pasteurella multocida subsp. multocida str. Pm70	272843	strain	2257487	3	2	0.0
Rhodobacter sphaeroides 2.4.1	272943	strain	4629754	1	0	0.0
Microbacterium oleivorans	273677	species	6347103	3	2	0.0
Microbacterium hydrocarbonoxydans	273678	species	3724963	3	3	0.0
Mycolicibacterium gilvum Spyr1	278137	strain	5783292	1	1	0.0
Mesorhizobium ciceri biovar biserrulae	278148	leaf	6880454	1	0	0.0
Mesorhizobium sp. WSM1497	278153	species	7198121	2	1	0.0
Streptomyces ambofaciens ATCC 23877	278992	strain	8393598	2	0	0.0
Collimonas arenae	279058	species	15078336	3	0	0.0
Novosphingobium aromaticivorans DSM 12444	279238	strain	4233314	1	1	0.0
Mesobacillus foraminis	279826	species	5977666	1	0	0.0
Microcella alkaliphila	279828	species	2702837	3	0	0.0
Leifsonia xyli subsp. xyli str. CTCB07	281090	strain	2584158	1	1	0.0
Variovorax sp. SRS16	282217	species	7674934	8	3	0.0
Phenylobacterium zucineum	284016	species	4379231	1	0	0.0
Eremothecium gossypii ATCC 10895	284811	strain	9119312	5	0	0.0
Streptomyces rubrolavendulae	285473	species	6543262	2	0	0.0
Streptomyces asterosporus	285570	species	7766581	1	0	0.0
Salinimonas	288793	genus	0	2	0	0.0
Thermodesulfovibrio yellowstonii DSM 11347	289376	strain	2003803	17	0	0.0
Cyanobium gracile PCC 6307	292564	strain	3342364	1	0	0.0
Dactylococcopsis salina	292566	species	3781008	1	0	0.0
Bacillus altitudinis	293387	species	75556853	8	7	0.0
Rhizobium lusitanum	293958	species	6935783	1	0	0.0
Frankia sp. EAN1pec	298653	species	8982042	2	1	0.0
Frankia inefficax	298654	species	8815781	1	1	0.0
Schleiferilactobacillus harbinensis	304207	species	6882821	6	0	0.0
Elizabethkingia	308865	genus	4115229	10	0	0.0
Psychroflexus torquis ATCC 700755	313595	strain	4321832	1	1	0.0
Erythrobacter litoralis HTCC2594	314225	strain	3052398	2	1	0.0
Xanthomonas campestris pv. campestris str. 8004	314565	strain	5148708	1	0	0.0
Dolichospermum flos-aquae CCAP 1403/13F	315271	strain	5220684	143	7	0.0
Rhodopseudomonas palustris BisA53	316055	strain	5505494	3	3	0.0
Rhodopseudomonas palustris BisB18	316056	strain	5513844	1	1	0.0
Rhodopseudomonas palustris HaA2	316058	strain	5331656	3	2	0.0
Xanthomonas campestris pv. vesicatoria str. 85-10	316273	strain	10838435	2	0	0.0
Nostoc sp. PCC 7107	317936	species	6329823	3	0	0.0
Gluconobacter albidus	318683	species	3369297	1	0	0.0
Cyclobacterium amurskyense	320787	species	6158829	1	1	0.0
Synechococcus sp. JA-3-3Ab	321327	species	2932766	7199	7049	0.0
Synechococcus sp. JA-2-3B'a(2-13)	321332	species	3046682	5753	3	0.0
Pseudomonas simiae	321846	species	18480206	1	1	0.0
Massilia albidiflava	321983	species	7437157	8	8	0.0
Massilia plicata	321984	species	5887622	2	2	0.0
Nitrobacter hamburgensis X14	323097	strain	5011522	1	0	0.0
Nitrobacter winogradskyi Nb-255	323098	strain	3402093	3	3	0.0
Paraglaciecola psychrophila	326544	species	5413691	2	0	0.0
Acaryochloris marina MBIC11017	329726	strain	8361599	170	35	0.0
Psychrobacter cryohalolentis	330922	species	3101097	2	0	0.0
Botrytis cinerea B05.10	332648	strain	42630066	933	661	0.0
Rhodococcus qingshengii	334542	species	40964772	1	0	0.0
Psychrobacter cryohalolentis K5	335284	strain	3101097	2	0	0.0
Sphingosinicella	335405	genus	0	3	0	0.0
Sphingosinicella microcystinivorans	335406	species	4036662	1	1	0.0
Erythrobacteraceae	335929	family	3052398	3	0	0.0
Sphingobium fuliginis	336203	species	5414624	1	0	0.0
Olleya	336276	genus	0	1	0	0.0
Rickettsia bellii RML369-C	336407	strain	1522076	4	2	0.0
Candidatus Sulcia muelleri	336810	species	285352	418	188	0.0
Pedobacter roseus	336820	species	6329746	40	24	0.0
Rhodopseudomonas sp. SK50-23	340268	species	5857905	3	2	0.0
Psychrobacter sp. PRwf-1	349106	species	2995049	2	2	0.0
Desulfotomaculum reducens MI-1	349161	strain	3608104	1	1	0.0
Acidiphilium cryptum JF-5	349163	strain	3963080	1	0	0.0
Micavibrio aeruginosavorus EPB	349215	strain	2458610	1	0	0.0
Mycolicibacterium vanbaalenii PYR-1	350058	strain	6491865	1	0	0.0
Burkholderia dolosa AU0158	350701	strain	6409095	1	0	0.0
Heliorestis convoluta	356322	species	3218981	5	0	0.0
Acidovorax sp. KKS102	358220	species	5196935	1	1	0.0
Xanthomonas campestris pv. raphani	359385	leaf	4942039	2	2	0.0
Altererythrobacter	361177	genus	0	2	0	0.0
Sphingomonas ginsengisoli An et al. 2013	363835	species	3037290	2	2	0.0
Pedobacter ginsengisoli	363852	species	5373360	9	5	0.0
Comamonas thiooxydans	363952	species	21991689	4	0	0.0
Ramlibacter tataouinensis TTB310	365046	strain	4070193	6	4	0.0
Streptococcus mitis B6	365659	strain	2146611	1	1	0.0
Sinorhizobium medicae WSM419	366394	strain	6817576	1	1	0.0
Caulobacter sp. K31	366602	species	5889399	5	5	0.0
Microbacterium sp. XT11	367477	species	3475315	1	1	0.0
Cupriavidus malaysiensis	367825	species	7949449	1	0	0.0
Janthinobacterium svalbardensis	368607	species	6274078	4	0	0.0
Sphingobacterium daejeonense	371142	species	4732363	1	0	0.0
Paenibacillus sonchi	373687	species	7782254	1	0	0.0
Rivularia sp. PCC 7116	373994	species	8728773	4	3	0.0
Aminobacter sp. MSH1	374606	species	12085255	2	0	0.0
Synechococcus sp. PCC 7003	374981	species	3345085	485	0	0.0
Synechococcus sp. PCC 73109	374982	species	3298676	485	0	0.0
Loigolactobacillus backii	375175	species	14123253	4	0	0.0
Ensifer mexicanus	375549	species	7141863	1	0	0.0
Kocuria rhizophila DC2201	378753	strain	2697540	1	0	0.0
Gemmatimonas aurantiaca T-27	379066	strain	4636964	2	2	0.0
Rhizobium pseudoryzae	379684	species	5375550	1	1	0.0
Pseudomonas protegens	380021	species	9213022	10	0	0.0
Helicobacter acinonychis str. Sheeba	382638	strain	1557588	1	1	0.0
Pseudomonas entomophila L48	384676	strain	5888780	2	2	0.0
Sphingomonas sediminicola	386874	species	2757025	2	0	0.0
Pontibacter akesuensis	388950	species	4829559	2	2	0.0
Pseudomonas putida W619	390235	strain	5774330	1	0	0.0
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	390333	strain	1864998	1	0	0.0
Echinicola	390846	genus	5608040	1	0	0.0
Actinocatenispora sera	390989	species	7044238	1	1	0.0
Salinispora arenicola CNS-205	391037	strain	5786361	1	0	0.0
Rickettsia bellii OSU 85-389	391896	strain	1528980	4	1	0.0
Sphingomonas wittichii RW1	392499	strain	5915246	12	8	0.0
Inhella inkyongensis	392593	species	4084412	1	1	0.0
Rhizobium leguminosarum bv. trifolii WSM1325	395491	strain	7418122	3	3	0.0
Leptothrix cholodnii SP-6	395495	strain	4909403	2	2	0.0
Rhodopseudomonas palustris TIE-1	395960	strain	5744041	1	0	0.0
Cyanothece sp. PCC 7425	395961	species	5786110	5691	1	0.0
Rippkaea orientalis PCC 8802	395962	strain	4803347	3663	0	0.0
Acidovorax citrulli AAC00-1	397945	strain	5352772	3	0	0.0
Paraburkholderia phytofirmans PsJN	398527	strain	8214658	2	2	0.0
Tessaracoccus flavescens	399497	species	3650768	2	0	0.0
Devosia ginsengisoli	400770	species	4480314	7	7	0.0
Terriglobus saanensis SP1PR4	401053	strain	5095226	1	0	0.0
Nocardioides daphniae	402297	species	3558816	3	3	0.0
Petrotoga mobilis SJ95	403833	strain	2169548	1	0	0.0
Streptomyces xiamenensis	408015	species	5961402	1	0	0.0
Sugiyamaella	410829	genus	0	242	0	0.0
Microterricola viridarii	412690	species	3689726	2	1	0.0
Actinopolyspora erythraea	414996	species	5243930	1	1	0.0
Pseudothermotoga lettingae TMO	416591	strain	2135342	3	0	0.0
Lactococcus lactis subsp. cremoris MG1363	416870	strain	2529478	1	0	0.0
Methylobacterium phyllosphaerae	418223	species	6316624	12	5	0.0
Nocardioides marinisabuli	419476	species	4170026	6	5	0.0
Methylorubrum extorquens PA1	419610	strain	5471154	2	0	0.0
Methylibium petroleiphilum PM1	420662	strain	4643639	4	4	0.0
Paraburkholderia megapolitana	420953	species	7627590	1	0	0.0
Chryseobacterium haifense	421525	species	2764180	2	2	0.0
Mucilaginibacter	423349	genus	0	1	0	0.0
Sphingomonas insulae	424800	species	3742477	45	39	0.0
Methylobacterium sp. 4-46	426117	species	7737025	3	3	0.0
Methylobacterium radiotolerans JCM 2831	426355	strain	6899110	14	2	0.0
Ammonifex degensii KC4	429009	strain	2157067	263	190	0.0
Pedobacter steynii	430522	species	6581659	10	4	0.0
Burkholderia humptydooensis	430531	species	7286661	2	0	0.0
Nocardioides mesophilus	433659	species	4488624	4	1	0.0
Variovorax sp. PBS-H4	434008	species	6652076	1	1	0.0
Variovorax sp. PBL-H6	434009	species	6871554	2	0	0.0
Hydrogenophaga sp. PBL-H3	434010	species	9634301	2	0	0.0
Variovorax sp. PBL-E5	434014	species	7086410	6	0	0.0
Lysobacter capsici	435897	species	18977774	4	0	0.0
Variovorax boronicumulans	436515	species	7137898	2	2	0.0
Megamonas funiformis	437897	species	2568766	1	0	0.0
Pseudomonas marincola	437900	species	4770427	1	0	0.0
Ochrobactrum anthropi ATCC 49188	439375	strain	5205777	2	1	0.0
Methylorubrum extorquens CM4	440085	strain	6180732	3	0	0.0
Methylorubrum populi BJ001	441620	strain	5848997	7	2	0.0
Marinitoga piezophila KA3	443254	strain	2244793	17	0	0.0
Clavibacter michiganensis subsp. michiganensis NCPPB 382	443906	strain	3395237	12	4	0.0
Pseudonocardia sp. AL041005-10	445576	species	6143341	3	1	0.0
Actinosynnema mirum DSM 43827	446462	strain	8248144	2	0	0.0
Brachybacterium faecium DSM 4810	446465	strain	3614992	1	1	0.0
Sanguibacter keddieii DSM 10542	446469	strain	4253413	18	18	0.0
Kocuria flava	446860	species	3638342	1	1	0.0
Nocardioides humi	449461	species	6220618	5	4	0.0
Croceicoccus marinus	450378	species	8377791	4	4	0.0
Phenylobacterium zucineum HLK1	450851	strain	4379231	2	2	0.0
Polynucleobacter necessarius STIR1	452638	strain	1560469	2	2	0.0
Kitasatospora setae KM-6054	452652	strain	8783278	1	1	0.0
Sphingobium japonicum UT26S	452662	strain	4424862	1	1	0.0
Pseudarthrobacter chlorophenolicus A6	452863	strain	4980870	2	2	0.0
Agromyces aureus	453304	species	4373124	6	6	0.0
Actinoplanes teichomyceticus ATCC 31121	457423	strain	8287152	14	12	0.0
Streptomyces lividans TK24	457428	strain	8345283	1	1	0.0
Chloracidobacterium thermophilum	458033	species	3695372	2	0	0.0
Methylobacterium nodulans ORS 2060	460265	strain	8839022	2	2	0.0
Bordetella flabilis	463014	species	5954318	1	1	0.0
Micrococcus luteus NCTC 2665	465515	strain	4996790	2	0	0.0
Streptomyces sp. Mg1	465541	species	8716193	1	0	0.0
Streptococcus gordonii str. Challis substr. CH1	467705	leaf	2196662	1	0	0.0
Thermobispora bispora DSM 43833	469371	strain	4189976	1	0	0.0
Pantoea eucalypti	470933	species	4798990	20	4	0.0
Pantoea vagans	470934	species	4888338	66	22	0.0
Candidatus Desulforudis	471826	genus	2349476	2	0	0.0
Candidatus Desulforudis audaxviator	471827	species	2349476	457	0	0.0
Beutenbergia cavernae DSM 12333	471853	strain	4669183	2	2	0.0
Dyadobacter fermentans DSM 18053	471854	strain	6967790	10	8	0.0
Caldilineae	475962	class	5144873	3	0	0.0
Streptomyces cyaneogriseus subsp. noncyanogenus	477245	subspecies	7762396	1	1	0.0
Modestobacter marinus	477641	species	5575517	33	32	0.0
Filimonas lacunae	477680	species	7814405	1	1	0.0
Candidatus Desulforudis audaxviator MP104C	477974	strain	2349476	390	0	0.0
Streptosporangium roseum DSM 43021	479432	strain	10369518	1	1	0.0
Catenulispora acidiphila DSM 44928	479433	strain	10467782	1	1	0.0
Kribbella flavida DSM 17836	479435	strain	7579488	2	0	0.0
Micromonospora tulbaghiae	479978	species	7228472	2	2	0.0
Nocardia wallacei	480035	species	7892862	3	2	0.0
Myroides profundi	480520	species	4064534	1	0	0.0
Mycobacterium dioxanotrophicus	482462	species	8080416	1	0	0.0
Oscillatoria nigro-viridis	482564	species	8272254	1	0	0.0
Burkholderia lata	482957	species	25818125	1	0	0.0
Sphingobium sp. YBL2	484429	species	5427419	2	0	0.0
Pedobacter heparinus DSM 2366	485917	strain	5167383	6	4	0.0
Burkholderia contaminans	488447	species	42935169	3	0	0.0
Rhizobium etli CIAT 652	491916	strain	6448048	2	0	0.0
Bacillus velezensis	492670	species	4031427	233	2	0.0
Baekduia soli	496014	species	5212251	5	5	0.0
Gloeothece verrucosa PCC 7822	497965	strain	7841948	622	90	0.0
Heliobacterium modesticaldum Ice1	498761	strain	3075407	3	2	0.0
Haliangium ochraceum DSM 14365	502025	strain	9446314	1	1	0.0
Halomonas chromatireducens	507626	species	3973651	1	1	0.0
Oceanimonas sp. GK1	511062	species	3527244	1	1	0.0
Actinoplanes missouriensis 431	512565	strain	8773466	2	1	0.0
Rufibacter tibetensis	512763	species	5413467	1	0	0.0
Micromonospora endophytica (Xie et al. 2001) Li et al. 2019	515350	species	6586761	1	0	0.0
Streptococcus pneumoniae CGSP14	516950	strain	2209198	1	0	0.0
Sphingobium sp. RSMS	520734	species	5127759	2	0	0.0
Kosmotoga olearia TBF 19.5.1	521045	strain	2302126	1	0	0.0
Planctopirus limnophila DSM 3776	521674	strain	5460085	587	0	0.0
Thermobaculum terrenum ATCC BAA-798	525904	strain	3101581	1	1	0.0
Geodermatophilus obscurus DSM 43160	526225	strain	5322497	14	12	0.0
Gordonia bronchialis DSM 43247	526226	strain	5290012	2	0	0.0
Tetragenococcus osmophilus	526944	species	2384293	6	0	0.0
Rhizobium phaseoli Brasil 5	526949	strain	6665454	1	0	0.0
Paenibacillus xylanexedens	528191	species	7098239	1	1	0.0
Azospirillum thiophilum	528244	species	7609458	6	1	0.0
Pirellula staleyi DSM 6068	530564	strain	6196199	1	1	0.0
Prauserella marina	530584	species	6986413	1	1	0.0
Mesorhizobium opportunistum WSM2075	536019	strain	6884444	1	0	0.0
Variovorax paradoxus S110	543728	strain	6754997	6	3	0.0
Actinomyces oris	544580	species	6233313	2	2	0.0
Dietzia lutea	546160	species	3911842	1	0	0.0
Deinococcus deserti VCD115	546414	strain	3855329	1	0	0.0
'Nostoc azollae' 0708	551115	strain	5486145	5	0	0.0
Mucilaginibacter gossypii	551996	species	14752922	5	0	0.0
Streptomyces gilvosporeus	553510	species	8482298	1	0	0.0
Acidovorax carolinensis	553814	species	17451017	2	0	0.0
Candidatus Liberibacter solanacearum	556287	species	1258278	4	0	0.0
Brachybacterium saurashtrense	556288	species	3720646	1	0	0.0
Propionibacterium acidifaciens	556499	species	3072768	1	0	0.0
Chryseobacterium piperi	558152	species	4501946	1	0	0.0
Saccharomyces cerevisiae S288C	559292	strain	12157105	1	0	0.0
Mycobacterium mantenii	560555	species	6185541	1	1	0.0
Mameliella alba	561184	species	5832665	1	1	0.0
Spirosoma rigui	564064	species	5828404	1	1	0.0
Caulobacter vibrioides NA1000	565050	strain	4042929	3	0	0.0
Streptomyces sp. SM17	565560	species	7179914	1	0	0.0
Luteipulveratus mongoliensis	571913	species	5420910	2	0	0.0
Pseudomonas amygdali pv. tabaci str. ATCC 11528	573066	strain	6201720	1	0	0.0
Thermothelomyces thermophilus ATCC 42464	573729	strain	38744216	1051	268	0.0
Candida dubliniensis CD36	573826	strain	14618422	241	51	0.0
Gluconobacter sphaericus	574987	species	3198086	1	0	0.0
Isosphaera pallida ATCC 43644	575540	strain	5529304	1	1	0.0
Euhalothece natronophila	577489	species	3524308	1	0	0.0
Thermothielavioides terrestris NRRL 8126	578455	strain	36912256	734	138	0.0
Hirschia baltica ATCC 49814	582402	strain	3540114	1	0	0.0
Rhodanobacter glycinis	582702	species	4172240	1	1	0.0
Pseudomonas chlororaphis	587753	species	64165794	2	1	0.0
Pseudomonas chlororaphis subsp. aureofaciens	587851	subspecies	69228008	1	1	0.0
Brevundimonas naejangsanensis	588932	species	9124003	4	3	0.0
Cellulomonas fimi ATCC 484	590998	strain	4266344	1	0	0.0
Streptomyces pratensis ATCC 33331	591167	strain	7656104	2	1	0.0
Cellulomonas gilvus ATCC 13127	593907	strain	3526441	1	1	0.0
Variovorax paradoxus EPS	595537	strain	6550056	1	0	0.0
Alicycliphilus denitrificans BC	596153	strain	4835713	1	0	0.0
Alicycliphilus denitrificans K601	596154	strain	5070751	1	0	0.0
Sphingomonas melonis TY	621456	strain	4196755	29	2	0.0
